result,t1_avg_pts_mu,t1_avg_pts_tot,t1_avg_recv_mu,t1_avg_recv_tot,t1_avg_scrd_mu,t1_avg_scrd_tot,t1_standing,t2_avg_pts_mu,t2_avg_pts_tot,t2_avg_recv_tot,t2_avg_scrd_tot,t2_standing
0,1.75,1.6117647059,1.25,1.0588235294,1.25,1.4,6,1,1.8823529412,1.0823529412,1.6588235294,4
1,1.75,1.9411764706,1.25,1.1176470588,1.5,1.9529411765,1,1,1.5647058824,1.0705882353,1.5882352941,3
2,0,1.2352941176,2.5,1.4470588235,0.5,1.2588235294,14,3,2.2588235294,1.0352941176,2.2235294118,8
1,2.25,2.1529411765,2,0.8705882353,4.25,2.1176470588,7,0.75,1.1647058824,1.6117647059,1.1647058824,18
0,1,1.1176470588,2,1.2705882353,2,0.8941176471,17,1,1.2553191489,1.3404255319,1.2553191489,5
0,1.5,1.170212766,1,1.2978723404,1,1.1276595745,15,1.5,1.0470588235,1.5764705882,1.0941176471,13
1,1.5,1.3764705882,1.75,1.5882352941,1.25,1.3294117647,11,1.5,1.8705882353,1.0705882353,1.8352941176,2
1,2.5,2.2674418605,1.25,1.0348837209,3.25,2.2325581395,8,0.25,1.9534883721,1.1046511628,1.9534883721,1
0,1.5,1.2093023256,1.25,1.3255813953,1.25,1.1976744186,13,1.5,1.1162790698,1.2674418605,0.8953488372,17
1,1.75,1.023255814,1.5,1.4186046512,1.25,1.0813953488,19,1,2.1627906977,0.8604651163,2.1744186047,5
2,1.75,1.8720930233,1.25,1.0697674419,2.5,1.6395348837,4,1,1.3953488372,1.5697674419,1.3372093023,9
1,0.5,1.1511627907,1,1.6744186047,0.5,1.1511627907,18,2,1.1666666667,1.2708333333,1.1041666667,15
0,1.5,1.8488372093,1,1.0813953488,1,1.8139534884,2,1.5,1.2674418605,1.3837209302,1.2558139535,11
1,1.5,1.5465116279,0.75,1.0813953488,1.75,1.5697674419,3,1.5,1.2209302326,1.4651162791,1.2558139535,16
0,1.5,1.2643678161,1,1.3908045977,1.25,1.2643678161,10,0.75,1.0689655172,1.5402298851,1.091954023,11
1,2.25,2.1379310345,1.75,0.8620689655,2.75,2.1494252874,8,0.75,1.8505747126,1.0689655172,1.6206896552,7
2,1.5,1.1428571429,1.5,1.306122449,1.5,1.1020408163,16,1.5,1.8390804598,1.091954023,1.816091954,4
1,2,1.9310344828,1,1.1034482759,3.5,1.9310344828,1,0.5,1.2857142857,1.3265306122,1.306122449,3
2,0.75,1.2068965517,1.75,1.4942528736,1,1.2413793103,18,2.25,1.2068965517,1.3448275862,1.2183908046,13
1,1.75,1.4137931034,1,1.5517241379,1,1.3333333333,9,1,1.1724137931,1.6666666667,1.1724137931,15
1,0.5,1.1149425287,1.5,1.2873563218,0.25,0.9195402299,17,2,1.0459770115,1.4022988506,1.0804597701,19
0,0.5,1.5977011494,1.75,1.0344827586,0.5,1.367816092,6,2,1.5632183908,1.0689655172,1.5977011494,2
1,0.5,1.8522727273,2,1.0795454545,1.5,1.8295454545,3,2,1.26,1.34,1.28,5
1,1.75,2.1477272727,0.25,0.8522727273,1.25,2.1931818182,4,1,1.2272727273,1.3409090909,1.2272727273,10
0,1,1.8295454545,2.25,1.125,1.25,1.6022727273,9,1.75,2.2613636364,1.0340909091,2.2159090909,6
1,1.75,1.4318181818,1.5,1.5454545455,2,1.3409090909,8,1,1.2613636364,1.3977272727,1.2727272727,11
0,2,1.0681818182,0.75,1.5454545455,2.25,1.1022727273,12,0.5,1.0340909091,1.4090909091,1.0681818182,20
1,1.25,1.5909090909,0.75,1.0568181818,0.75,1.3863636364,7,1.25,1.1363636364,1.2727272727,0.9318181818,14
1,1.5,1.12,1.5,1.34,2,1.08,17,1.5,1.1931818182,1.5,1.2386363636,18
2,0.25,1.2471910112,1.75,1.404494382,0.25,1.2696629213,12,2.5,2.1573033708,0.8426966292,2.202247191,3
2,0.75,1.1797752809,2,1.5168539326,0.5,1.2247191011,18,2.25,1.8202247191,1.1348314607,1.606741573,9
1,2.5,1.5393258427,0.75,1.1123595506,3.5,1.606741573,4,0.25,1.1797752809,1.6516853933,1.1685393258,14
2,1.75,2.2471910112,1.25,1.0449438202,1.75,2.2134831461,8,1,1.606741573,1.0449438202,1.4157303371,5
2,3,1.2352941176,0.5,1.3725490196,2.5,1.2745098039,7,0,1.0674157303,1.5280898876,1.0898876404,11
2,0,1.0337078652,2,1.393258427,0.75,1.0561797753,19,3,1.8651685393,1.0786516854,1.8426966292,2
1,1.75,1.2134831461,0.75,1.3595505618,0.75,1.2134831461,13,1,1.4494382022,1.5393258427,1.3483146067,6
0,2,1.9666666667,0.25,1.0666666667,0.75,1.9444444444,1,0.5,1.6222222222,1.0333333333,1.4111111111,5
1,1.25,1.1666666667,0.5,1.5222222222,0.5,1.2222222222,18,1.25,1.0888888889,1.5333333333,1.1111111111,10
2,0.25,1.0222222222,1,1.4222222222,0.25,1.0777777778,20,2.5,1.8333333333,1.1333333333,1.6111111111,6
1,2,1.5555555556,1,1.1111111111,1.5,1.6444444444,4,0.5,1.1346153846,1.3076923077,1.0961538462,17
0,1.5,1.2115384615,2,1.4038461538,2.5,1.2884615385,8,1.5,2.1666666667,0.8555555556,2.2111111111,3
1,0.25,1.1222222222,1.5,1.2888888889,0,0.9111111111,14,2.5,1.8777777778,1.1,1.8666666667,2
2,1.5,1.2333333333,1.75,1.4222222222,1,1.2777777778,13,1.5,1.1666666667,1.6888888889,1.1666666667,16
2,1.75,2.2222222222,1.75,1.0444444444,2,2.1888888889,9,1,1.4333333333,1.5555555556,1.3333333333,7
2,1.75,1.8461538462,1,1.1318681319,2,1.6153846154,6,1,1.5714285714,1.1098901099,1.6703296703,2
2,0,1.0769230769,2.75,1.5384615385,0.5,1.0989010989,11,3,2.1978021978,1.043956044,2.1648351648,9
0,2.5,1.1868131868,2,1.6703296703,3,1.1758241758,14,0.25,1.2307692308,1.3406593407,1.2307692308,10
1,2.5,1.6153846154,0.75,1.032967033,2.5,1.4065934066,5,0.25,1.1868131868,1.5054945055,1.2307692308,18
0,1.5,1.4505494505,2,1.5384615385,2,1.3296703297,7,1.5,1.2075471698,1.3962264151,1.2830188679,8
0,0.5,1.1132075472,2,1.358490566,0.5,1.0943396226,17,2,1.010989011,1.4285714286,1.0769230769,20
1,1.75,2.1538461538,0.5,0.8571428571,1,2.1978021978,4,1,1.956043956,1.0659340659,1.9340659341,1
0,1,1.9347826087,1.75,1.1195652174,1.75,1.9456521739,1,1.75,1.8695652174,1.1195652174,1.8695652174,3
2,0.25,1.2282608696,1.5,1.3369565217,0,1.2282608696,10,2.5,1.6304347826,1.0326086957,1.4347826087,5
2,0,1.2037037037,1.5,1.3888888889,0.5,1.2777777778,9,3,1.8260869565,1.1739130435,1.597826087,7
2,0.25,1.1739130435,2.25,1.5326086957,0.75,1.2282608696,19,2.5,2.1630434783,0.8804347826,2.2391304348,4
1,2,2.2065217391,1,1.0326086957,1.5,2.1739130435,8,0.5,1.1111111111,1.3333333333,1.0740740741,17
1,0.75,1.1413043478,1,1.2826086957,0.5,0.9239130435,13,1.5,1.0652173913,1.5543478261,1.0869565217,11
0,1,1.0108695652,1.25,1.4130434783,1.5,1.0652173913,20,1.75,1.1847826087,1.6630434783,1.1739130435,14
1,1.5,2.1720430108,1.25,0.8924731183,2,2.2580645161,3,0.75,1.6021505376,1.0967741935,1.7204301075,1
1,2,1.8602150538,0.75,1.1075268817,2,1.8494623656,4,0.5,1.2150537634,1.3440860215,1.2258064516,11
2,1.75,1.6451612903,0.75,1.0322580645,1.75,1.4408602151,5,1,1.0107526882,1.3978494624,1.0537634409,20
1,2.25,1.4623655914,1,1.5161290323,2.25,1.3440860215,6,0.75,1.1612903226,1.2795698925,0.935483871,10
2,0.5,1.1827956989,2,1.6451612903,0.5,1.1612903226,14,2,1.1612903226,1.5591397849,1.2365591398,19
0,2.5,1.8387096774,0.5,1.1827956989,1.5,1.6129032258,7,0.25,1.2043010753,1.4193548387,1.247311828,16
2,0,1.0909090909,4,1.3636363636,1,1.0727272727,17,3,1.9247311828,1.1075268817,1.9247311828,2
1,0.5,1.8723404255,2.25,1.0957446809,1.25,1.8404255319,3,2,1.585106383,1.1063829787,1.7127659574,4
1,1.25,1.829787234,1,1.1808510638,1,1.6063829787,8,1.25,1.1489361702,1.3191489362,0.9361702128,10
1,2,1.6276595745,0.5,1.0319148936,1.5,1.4255319149,5,0.5,1.2142857143,1.3928571429,1.3214285714,9
2,0.25,1.4787234043,2.5,1.5106382979,1,1.3829787234,6,2.5,1.9361702128,1.1063829787,1.9361702128,1
0,1.25,1.0425531915,1,1.5531914894,1,1.0744680851,13,1.25,1.2021276596,1.3404255319,1.2127659574,11
2,0.75,1.170212766,2,1.6489361702,0.5,1.1595744681,14,2.25,2.2234042553,1.0425531915,2.1914893617,7
0,2,1.0714285714,0.5,1.3928571429,1.5,1.0714285714,19,0.5,1.2021276596,1.414893617,1.2446808511,15
2,1.6,2.2315789474,1.4,1.0315789474,2.2,2.1789473684,6,1,1.8421052632,1.1684210526,1.6210526316,7
1,3,1.9473684211,0,1.0947368421,3,1.9263157895,1,0,0.9473684211,1.5789473684,0.7894736842,16
0,0,0.8421052632,1,1.4736842105,0,0.6315789474,17,3,1.1578947368,1.6421052632,1.1473684211,14
1,1,1.1684210526,2.3333333333,1.6,1,1.2315789474,18,2,1.0701754386,1.4210526316,1.1052631579,19
1,0,1.5684210526,3,1.1157894737,1,1.7052631579,5,3,1.2105263158,1.2105263158,1.1578947368,10
2,1.3333333333,1.1929824561,2,1.4035087719,1.6666666667,1.3157894737,9,1.3333333333,1.8842105263,1.0947368421,1.8421052632,3
0,1,1.1368421053,1.4,1.3368421053,0.6,0.9263157895,12,1.6,1.6421052632,1.0315789474,1.4315789474,4
2,0.6,1.0315789474,1.8,1.3894736842,0.6,1.0631578947,20,1.8,1.0421052632,1.5473684211,1.0736842105,13
1,0.8,1.2,2,1.4315789474,1.4,1.2631578947,15,2,1.4631578947,1.5052631579,1.3684210526,8
2,0.8,1.2,1.6,1.3368421053,0.2,1.2105263158,11,2,2.1894736842,0.8842105263,2.2421052632,2
2,0.8,1.0625,1.6,1.53125,1,1.0729166667,11,2,1.9583333333,1.0833333333,1.9270833333,1
2,1.6,1.1354166667,0.4,1.3333333333,0.8,0.9270833333,12,1,1.5833333333,1.1041666667,1.7083333333,4
2,0,1.4479166667,3.2,1.5,0.4,1.3541666667,8,3,2.1979166667,0.8958333333,2.25,2
1,2.6,2.2083333333,0.6,1.0416666667,2,2.1666666667,7,0.2,1.1875,1.3541666667,1.21875,13
2,0,0.9,2,1.6,0,0.75,17,3,1.0517241379,1.4310344828,1.1034482759,19
1,0.8,1.6354166667,1.6,1.03125,1.4,1.4270833333,5,1.4,1.15625,1.6354166667,1.1458333333,15
2,1.6,1.1875,1.2,1.59375,1.2,1.2395833333,16,1,1.0208333333,1.3854166667,1.0520833333,20
1,1,1.1724137931,1.6666666667,1.4310344828,0.3333333333,1.2931034483,9,2,1.21875,1.4166666667,1.2604166667,14
1,3,1.8541666667,0,1.1666666667,1,1.625,6,0,0.85,1.45,0.65,18
2,0,1.15,2,1.25,0,1.1,10,3,1.8958333333,1.0833333333,1.8541666667,3
0,0.8,1.206185567,1,1.412371134,0.6,1.2474226804,14,2,1.6494845361,1.0206185567,1.4329896907,5
1,1,1.9072164948,1.8,1.0721649485,1.4,1.8556701031,3,1.6,2.2164948454,1.0309278351,2.1649484536,7
2,0.2,1.175257732,1.6,1.3608247423,0.6,1.206185567,13,2.6,1.8659793814,1.1546391753,1.6288659794,6
0,2,1.5979381443,1,1.1237113402,1.4,1.7422680412,4,0.8,1.0515463918,1.5360824742,1.0721649485,11
1,1.6,1.9690721649,1.4,1.0824742268,1.8,1.9278350515,1,1,1.175257732,1.618556701,1.2371134021,16
1,0,0.8095238095,2,1.4761904762,1,0.619047619,20,3,1.1237113402,1.3711340206,0.9484536082,12
1,0,2.206185567,3,0.8865979381,2,2.2474226804,2,3,0.8571428571,1.619047619,0.7142857143,18
1,0,1.1443298969,1,1.6391752577,0,1.1340206186,15,3,1.0952380952,1.2857142857,1.0476190476,10
2,1.6666666667,1.0847457627,0,1.406779661,0.3333333333,1.1186440678,17,0.6666666667,1.4329896907,1.5051546392,1.3402061856,8
0,1.6666666667,1.0412371134,0.6666666667,1.381443299,1,1.0824742268,19,0.6666666667,1.2033898305,1.406779661,1.2881355932,9
1,0.8,1.0510204082,1.4,1.5408163265,1.2,1.0816326531,10,1.4,1.2040816327,1.4081632653,1.2448979592,13
0,2,1.9183673469,1,1.0714285714,2,1.8673469388,3,1,1.0666666667,1.4333333333,1.1166666667,18
1,1.6,1.0408163265,0.6,1.387755102,1.2,1.0918367347,19,1,1.112244898,1.3673469388,0.9387755102,14
2,0.6,1.8775510204,3.4,1.1530612245,1.4,1.6428571429,5,2.4,2.2142857143,0.8979591837,2.2653061224,2
1,3,0.9090909091,0,1.4090909091,1,0.6363636364,16,0,1.0454545455,1.2727272727,1,11
1,1.8,1.5918367347,1,1.1326530612,2,1.7448979592,4,0.6,1.6428571429,1.0204081633,1.4285714286,6
1,1,2.193877551,2,1.0510204082,2,2.1530612245,7,1,0.8181818182,1.7272727273,0.7727272727,20
0,0.8,1.1632653061,1.2,1.6224489796,1,1.1326530612,12,2,1.4489795918,1.5,1.3571428571,8
0,0.3333333333,1.2,3,1.4166666667,0.6666666667,1.3,9,2.3333333333,1.9795918367,1.0714285714,1.9285714286,1
1,2.4,1.1632653061,1,1.3775510204,1.8,1.2040816327,15,0.6,1.1632653061,1.6224489796,1.2244897959,17
2,1.4,2.2222222222,1,0.898989899,1.2,2.2929292929,1,1.4,1.9090909091,1.0606060606,1.8484848485,3
1,3,1.9696969697,0,1.0808080808,2,1.9292929293,2,0,1,1.347826087,0.652173913,14
0,1.8,1.1919191919,1.2,1.4343434343,1.4,1.2626262626,15,1.2,1.6060606061,1.1212121212,1.7676767677,4
1,1,0.7826086957,0,1.7391304348,0,0.7391304348,20,1,1.1616161616,1.6060606061,1.1212121212,12
1,1.8,1.6262626263,1.4,1.0505050505,2.2,1.4141414141,6,0.6,1.0707070707,1.5555555556,1.1111111111,10
2,0.6666666667,1.1515151515,1.6666666667,1.6262626263,1,1.2121212121,19,1.6666666667,1.1967213115,1.4262295082,1.3114754098,9
0,0,1,1,1.2608695652,0,0.9565217391,13,3,1.8585858586,1.1919191919,1.6363636364,5
1,0.2,1.101010101,2.4,1.3636363636,1,0.9292929293,16,2.6,2.202020202,1.0404040404,2.1515151515,7
2,1,1.4444444444,1.4,1.4848484848,0.8,1.3434343434,8,1.6,1.0606060606,1.3737373737,1.0909090909,17
1,1.3333333333,1.0655737705,1,1.4098360656,0.3333333333,1.0983606557,18,1.3333333333,1.1818181818,1.3636363636,1.2121212121,11
0,3,2.18,0.6,1.05,2.6,2.14,7,0,1.14,1.64,1.2,20
1,1,1.85,1,1.19,1,1.63,6,1.6,1.64,1.05,1.42,5
1,0,1.17,1,1.37,0,1.2,12,3,0.875,1.7083333333,0.7916666667,19
2,1.3333333333,1.06,0.6666666667,1.56,0.6666666667,1.11,10,1.3333333333,1.0967741935,1.3870967742,1.1129032258,18
1,1.2,1.92,1.4,1.05,1.4,1.84,3,1.8,1.43,1.5,1.33,8
1,0,0.9583333333,2,1.375,0,0.625,17,3,1.19,1.43,1.26,16
0,0.6,1.15,4.8,1.61,1.6,1.12,15,2.4,2.2,0.9,2.27,2
0,1,1.2258064516,1.6666666667,1.4032258065,1.6666666667,1.3387096774,9,1,1.12,1.36,0.94,11
2,0,1.08,1,1.36,0,1.11,14,3,1,1.25,0.9583333333,13
1,0.8,1.6,1.6,1.12,1,1.76,4,2,1.98,1.07,1.93,1
2,1,1.6237623762,0,1.0495049505,0,1.4059405941,6,1,1.04,1.36,0.72,14
0,0.8,2.1881188119,1.2,0.8910891089,1.2,2.2475247525,3,2,1.0693069307,1.3663366337,1.099009901,17
2,1.2,1.1386138614,2.2,1.6435643564,0.6,1.2079207921,20,1.8,1.6138613861,1.1188118812,1.7920792079,4
0,1.4,1.1188118812,1.6,1.3663366337,1.6,0.9504950495,13,1.4,1.1881188119,1.3564356436,1.2178217822,10
0,0.2,1.9603960396,2.8,1.1089108911,1,1.9207920792,2,2.6,2.1683168317,1.0594059406,2.1386138614,7
2,1.4,1.4158415842,2,1.5148514851,1.2,1.3168316832,8,1.4,1.8613861386,1.1782178218,1.6237623762,5
0,1.4,1.1782178218,1.2,1.4455445545,1.2,1.2574257426,18,1.4,1.9306930693,1.0396039604,1.8514851485,1
0,0,0.84,2,1.76,0,0.76,19,3,1.0495049505,1.5643564356,1.099009901,12
2,0,1.08,4,1.2,1,1,11,3,1.2222222222,1.4126984127,1.3492063492,9
1,1.3333333333,1.126984127,1.3333333333,1.3650793651,1,1.126984127,15,1.3333333333,1.1485148515,1.5940594059,1.1089108911,16
1,1,1.137254902,1.4,1.5980392157,0.8,1.0980392157,17,1.6,1.8725490196,1.1666666667,1.6470588235,5
1,1.2,1.6274509804,0.6,1.1274509804,1.4,1.8039215686,4,1.2,1.1862745098,1.3529411765,1.2156862745,11
1,2.2,1.4019607843,1,1.5392156863,1.6,1.3039215686,9,0.4,1.0490196078,1.5490196078,1.0882352941,13
2,0,1.1153846154,2,1.3846153846,0,0.8076923077,10,3,2.1568627451,1.0490196078,2.1176470588,7
1,2.6,1.9509803922,0.6,1.0980392157,1.6,1.9019607843,2,0.2,1.068627451,1.3725490196,1.1078431373,16
2,1,0.8461538462,1,1.6923076923,1,0.7307692308,19,1,1.0384615385,1.1923076923,0.9615384615,14
1,1.8,2.1764705882,0.4,0.9019607843,1.6,2.2450980392,3,0.6,1.1176470588,1.362745098,0.9509803922,15
0,0.6,1.1764705882,1.4,1.4411764706,0.6,1.2549019608,18,1.8,1.1274509804,1.6568627451,1.2156862745,20
1,1.6666666667,1.15625,0.6666666667,1.34375,1.6666666667,1.140625,12,0.6666666667,1.25,1.390625,1.34375,8
1,1.8,1.9215686275,1.2,1.0392156863,1.4,1.8431372549,1,1.2,1.6078431373,1.068627451,1.4117647059,6
1,0.2,1.0582524272,3,1.3980582524,1,1.1067961165,18,2.6,1.1747572816,1.4368932039,1.2524271845,17
2,0.6,2.1650485437,3,1.0388349515,1.2,2.1165048544,6,2.4,2.1844660194,0.8932038835,2.2330097087,3
1,2,1.0388349515,1.2,1.5436893204,1.4,1.0776699029,14,0.8,1.1553398058,1.5825242718,1.0970873786,15
0,3,1.1747572816,0,1.3786407767,2,1.2330097087,13,0,1.0740740741,1.4074074074,0.7777777778,12
1,3,1.854368932,0,1.1650485437,1,1.6310679612,5,0,0.8148148148,1.7777777778,0.7037037037,19
2,2,1.2307692308,0.6666666667,1.4153846154,1.3333333333,1.3384615385,9,1,1.640776699,1.145631068,1.8252427184,4
1,3,1.5922330097,1,1.067961165,2.3333333333,1.3980582524,7,0,1.1846153846,1.3384615385,1.1692307692,10
2,0.6,1.1262135922,1.4,1.6504854369,0.4,1.213592233,20,1.8,1.932038835,1.0291262136,1.8349514563,1
2,3,1.1111111111,2,1.1481481481,3,1.0740740741,11,0,1.4174757282,1.5242718447,1.3009708738,8
1,0.4,1.1067961165,1.6,1.359223301,0.6,0.9417475728,16,2.2,1.9611650485,1.0970873786,1.9223300971,2
1,2.4,2.1923076923,0.8,0.8846153846,2.6,2.2403846154,2,0.6,1.0576923077,1.5384615385,1.1057692308,11
1,1.6,1.6538461538,0.8,1.1346153846,1.6,1.8365384615,3,1,1.0769230769,1.3846153846,1.1153846154,16
1,0,1.1666666667,1,1.3333333333,0,1.1515151515,10,3,1.0714285714,1.25,1.0714285714,12
0,1.8,1.9423076923,1.2,1.0961538462,1.4,1.9038461538,4,1.2,1.1730769231,1.375,1.2307692308,15
2,0.8,1.4326923077,2.2,1.5192307692,1.6,1.3269230769,8,2,1.6057692308,1.0576923077,1.3942307692,6
1,1.4,1.9423076923,1.2,1.0288461538,1.6,1.8461538462,1,0.8,1.8653846154,1.1538461538,1.625,5
1,3,0.7857142857,1,1.75,2,0.6785714286,19,0,1.1153846154,1.6634615385,1.2115384615,20
2,0,1.0714285714,2,1.3928571429,0,0.7857142857,14,3,1.2121212121,1.4393939394,1.3181818182,9
0,1.4,1.1442307692,0.6,1.6057692308,0.6,1.0961538462,17,1.4,1.125,1.3461538462,0.9423076923,13
2,0.8,1.1634615385,2.4,1.4423076923,1.6,1.2403846154,18,2,2.1442307692,1.0576923077,2.0961538462,7
2,1.2,1.8476190476,2.6,1.180952381,1.6,1.6095238095,5,1.8,1.9333333333,1.1047619048,1.9047619048,4
2,2,2.1523809524,1,1.0476190476,1.4,2.1047619048,7,0.8,1.6666666667,1.1333333333,1.8380952381,3
1,0.6,1.0476190476,3.4,1.5619047619,1.4,1.0952380952,11,2.4,1.9523809524,1.019047619,1.8666666667,1
1,1,1.619047619,0,1.0476190476,0,1.4095238095,6,1,0.8620689655,1.724137931,0.7586206897,19
1,1.2,1.1047619048,1.4,1.6761904762,1.6,1.2095238095,20,1.8,1.419047619,1.5333333333,1.3142857143,8
1,0.6666666667,1.2388059701,0.6666666667,1.4179104478,0.3333333333,1.3134328358,9,1.6666666667,1.1428571429,1.6,1.0952380952,16
1,1.3333333333,1.1238095238,0.6666666667,1.3428571429,0.6666666667,0.9428571429,12,1.3333333333,1.1940298507,1.328358209,1.1641791045,10
0,0,1.0666666667,3,1.3904761905,1,1.1142857143,17,3,1.0344827586,1.3793103448,0.7586206897,15
2,2.4,1.1714285714,0.8,1.380952381,2.2,1.2380952381,13,0.6,1.1523809524,1.4571428571,1.2285714286,18
2,0,1.0344827586,2,1.275862069,0,1.0689655172,14,3,2.2,0.8761904762,2.2571428571,2
2,1.2,1.0660377358,0.8,1.5471698113,1,1.0943396226,11,1.2,1.141509434,1.3396226415,0.9622641509,12
1,3,1.8301886792,1,1.179245283,2,1.5943396226,6,0,1.2647058824,1.4264705882,1.3529411765,8
2,0.3333333333,1.1764705882,2,1.3529411765,1,1.1617647059,10,2.3333333333,2.1320754717,1.0660377358,2.0849056604,7
2,0,0.8333333333,3,1.7333333333,1,0.7666666667,19,3,1.679245283,1.1226415094,1.8490566038,3
1,2.6,1.6320754717,0.2,1.0471698113,1.6,1.4150943396,5,0.2,1.1603773585,1.3867924528,1.2358490566,14
1,1,1,1,1.3,1,1.0333333333,15,1,1.1698113208,1.4528301887,1.2358490566,18
1,2.6,2.2075471698,1,0.8679245283,2.6,2.2547169811,1,0.2,1.1226415094,1.6603773585,1.2075471698,20
1,3,1.4056603774,0,1.5283018868,3,1.3018867925,9,0,1.0333333333,1.3333333333,0.7333333333,13
1,1.6,1.1320754717,1.2,1.6226415094,1,1.1037735849,17,1,1.0660377358,1.3773584906,1.1037735849,16
1,1.6,1.9339622642,1.4,1.0188679245,1.4,1.8490566038,2,1,1.9433962264,1.0943396226,1.8962264151,4
2,1.6666666667,1.0560747664,0.3333333333,1.3831775701,1.3333333333,1.0934579439,17,0.6666666667,1.1594202899,1.3623188406,1.1449275362,11
1,1.4,1.691588785,1.6,1.1401869159,1.8,1.8878504673,3,1.4,1.8411214953,1.1869158879,1.6074766355,6
2,0.2,1.1121495327,2.8,1.691588785,0.8,1.1962616822,20,2.6,1.6448598131,1.0560747664,1.4299065421,5
0,0.8,1.9252336449,2,1.1401869159,1,1.8785046729,4,2,2.214953271,0.8598130841,2.2803738318,1
1,0,1,2,1.3225806452,1,0.7096774194,15,3,1.9439252336,1.0093457944,1.8878504673,2
1,1.3333333333,1.2463768116,1.6666666667,1.4492753623,1.6666666667,1.3623188406,9,1.3333333333,1.4205607477,1.5140186916,1.2990654206,8
1,1,1.1588785047,0,1.3364485981,0,0.9906542056,10,1,1.064516129,1.2580645161,1.064516129,13
1,0.4,1.1495327103,2.6,1.4018691589,1.8,1.2429906542,16,2.2,1.1495327103,1.6074766355,1.1121495327,14
0,0,1.1588785047,1,1.4579439252,0,1.2242990654,18,3,0.8064516129,1.8709677419,0.8387096774,19
1,3,2.1401869159,0.4,1.0560747664,2.8,2.0841121495,7,0,1.0560747664,1.5700934579,1.0934579439,12
1,2.6,1.8240740741,0.4,1.212962963,1.2,1.5925925926,6,0.2,1.0462962963,1.3888888889,1.0925925926,18
2,0.3333333333,1.1857142857,2.3333333333,1.3571428571,1,1.1571428571,11,2.3333333333,1.7037037037,1.1296296296,1.9074074074,2
1,0.6,1.6574074074,0.8,1.0555555556,0.4,1.4444444444,5,1.8,1.9166666667,1.1388888889,1.8703703704,4
1,2,1.9259259259,0.6,1.0092592593,1.6,1.8703703704,3,0.8,1.1759259259,1.3240740741,0.9907407407,10
2,1,1.0462962963,0.8,1.5925925926,0.4,1.0925925926,12,1.6,1.1018518519,1.7037037037,1.1944444444,20
2,0,0.8125,2,1.90625,0,0.90625,19,3,1.0625,1.28125,0.71875,13
1,1,1.03125,1,1.25,1,1.03125,15,1,1.1666666667,1.3888888889,1.2592592593,14
2,1.4,1.4074074074,1.6,1.537037037,1.6,1.287037037,9,1.4,2.1481481481,1.0555555556,2.1018518519,7
2,1.8,1.1388888889,0.8,1.6203703704,1.8,1.1018518519,16,1.2,1.1574074074,1.4722222222,1.2407407407,17
1,1.3333333333,2.2037037037,2,0.8611111111,1.6666666667,2.2685185185,1,1.3333333333,1.2714285714,1.4285714286,1.4,8
1,3,2.1559633028,2,1.0458715596,3,2.119266055,7,0,1.0909090909,1.2121212121,1.0303030303,13
1,3,1.8990825688,1,1.1559633028,3.6666666667,1.8532110092,4,0,1.1690140845,1.3661971831,1.1549295775,11
2,0.4,1.1559633028,1.8,1.3853211009,0.6,1.247706422,15,2.2,1.9357798165,1,1.880733945,3
1,0.6,1.7155963303,2,1.128440367,1.2,1.9082568807,2,1.8,2.2110091743,0.8623853211,2.2844036697,1
1,3,1.1212121212,0,1.2424242424,1,0.7878787879,12,0,1.0366972477,1.5963302752,1.0917431193,14
1,2.2,1.119266055,0.6,1.6972477064,2,1.2018348624,19,0.4,1.128440367,1.6146788991,1.0917431193,17
2,3,1.2535211268,0,1.4647887324,3,1.3943661972,8,0,0.7878787879,1.9393939394,0.8787878788,20
1,0.6,1.1651376147,2.8,1.3394495413,1,0.9816513761,10,2.4,1.3944954128,1.5596330275,1.2752293578,9
2,1.4,1.0366972477,1.4,1.4220183486,0.8,1.0917431193,18,1.4,1.6697247706,1.0458715596,1.4587155963,5
0,0.4,1.1743119266,1.4,1.4587155963,0.6,1.2385321101,16,2.2,1.8348623853,1.2110091743,1.623853211,6
1,2.6,2.1909090909,0.6,0.8818181818,2,2.2818181818,3,0.2,1.1727272727,1.4727272727,1.2545454545,16
1,1.4,1.6818181818,1.4,1.0363636364,1.2,1.4545454545,5,1.4,2.1636363636,1.0454545455,2.1272727273,6
2,0,1.0588235294,2,1.2647058824,0,1.0294117647,13,3,1.9090909091,1.1545454545,1.8636363636,4
2,0.2,1.1181818182,3.8,1.6090909091,0.8,1.0818181818,17,2.6,1.7272727273,1.1363636364,1.9181818182,1
2,3,1.9454545455,1.2,0.9909090909,2.4,1.8727272727,2,0,1.0272727273,1.4181818182,1.0818181818,19
0,1,1.0272727273,2.3333333333,1.5909090909,1.3333333333,1.0818181818,14,2,1.2361111111,1.4583333333,1.375,8
0,1,0.8529411765,0,1.8823529412,0,0.8823529412,20,1,1.1818181818,1.3272727273,0.9818181818,10
2,0.8,1.3818181818,1.2,1.5545454545,0.6,1.2636363636,9,2,1.1454545455,1.3818181818,1.2363636364,15
2,0,1.1527777778,1,1.3888888889,0,1.1527777778,12,3,1.1764705882,1.2058823529,0.7941176471,11
1,2.4,1.8272727273,0.6,1.2272727273,2,1.6363636364,7,0.6,1.1363636364,1.6818181818,1.2,18
