result,t1_avg_pts_mu,t1_avg_pts_tot,t1_avg_recv_mu,t1_avg_recv_tot,t1_avg_scrd_mu,t1_avg_scrd_tot,t1_standing,t2_avg_pts_mu,t2_avg_pts_tot,t2_avg_recv_tot,t2_avg_scrd_tot,t2_standing
1,1,1.4622641509,1.6666666667,1.1886792453,0.6666666667,1.3301886792,9,2,1.2205882353,1.6470588235,1.3529411765,14
1,1,1.2358490566,1,1.2264150943,1,1.179245283,13,1,1.3,1.5666666667,1.3666666667,11
0,1.4,1.9622641509,1.2,0.9433962264,2,1.9339622642,2,1.4,1.2358490566,1.3773584906,1.2452830189,8
1,0,0.8333333333,1,1.7666666667,0,1.1,18,3,1.8962264151,1.1603773585,2.0377358491,3
1,1.4,0.9716981132,1.4,1.8396226415,1.6,0.9811320755,19,0.8,1.2358490566,1.2924528302,1.0283018868,12
2,0.8,0.9433962264,1.4,1.7641509434,1,1.0283018868,20,2,1.0754716981,1.7169811321,1.2169811321,16
1,1,1.8785046729,1,1.1682242991,1,2.0280373832,3,1.6,1.953271028,0.9626168224,1.9439252336,2
1,3,2.2523364486,0,0.8598130841,2,2.2429906542,1,0,0.9032258065,1.7419354839,1.1290322581,17
1,1.6,1.2242990654,1,1.2990654206,1.6,1.0186915888,13,1,0.9345794393,1.7757009346,1.0373831776,20
2,0.6,1.0934579439,1.2,1.7196261682,0.2,1.2336448598,16,1.8,1.2523364486,1.2242990654,1.1869158879,10
1,2,1.9626168224,0.8,0.9439252336,3.4,2.1028037383,5,0.8,0.9906542056,1.8224299065,0.9906542056,19
0,1.8,1.523364486,0.8,1.046728972,1.4,1.4579439252,8,1.2,1.3551401869,1.3271028037,1.2523364486,15
0,1,1.2580645161,1,1.5806451613,1,1.3548387097,12,1,1.476635514,1.1775700935,1.3364485981,7
1,1,1.2028985507,2,1.652173913,1,1.3333333333,14,2,1.1308411215,1.6635514019,1.214953271,18
0,0.8,1.2336448598,1.4,1.3925233645,1,1.261682243,9,2,1.7757009346,1.1495327103,1.6635514019,4
2,1,1.2580645161,0,1.2580645161,0,1.1290322581,11,1,1.4347826087,1.4347826087,1.4782608696,6
1,1,0.875,1,1.75,1,1.09375,17,1,1.21875,1.28125,1.09375,14
1,2.3333333333,1.9351851852,0,0.962962963,1.6666666667,1.9259259259,2,0.3333333333,1.2285714286,1.6285714286,1.3571428571,13
1,0,0.9814814815,4.2,1.8240740741,0,0.9907407407,19,3,2.2592592593,0.8518518519,2.2407407407,1
2,0.2,0.9259259259,2,1.7777777778,0.4,1.037037037,20,2.6,1.8888888889,1.1574074074,2.0185185185,3
2,1,1.1203703704,1.2,1.6759259259,1.2,1.2037037037,18,1.6,1.5185185185,1.0462962963,1.4537037037,8
0,0.4,1.2685185185,1.2,1.212962963,0.4,1.2037037037,10,2.2,1.9722222222,0.9444444444,2.1018518519,5
0,1.2,1.3518518519,0.6,1.3240740741,0.6,1.25,15,1.2,1.2407407407,1.2962962963,1.0277777778,11
1,1.8,1.4722222222,0.8,1.1851851852,1.6,1.3425925926,7,0.6,1.2314814815,1.3796296296,1.25,9
1,1.3333333333,1.4571428571,2,1.4142857143,1.3333333333,1.4857142857,6,1.3333333333,1.0833333333,1.7314814815,1.2222222222,16
2,3,1.7685185185,0,1.1388888889,2,1.6481481481,4,0,1.25,1.59375,1.375,12
2,0.8,1.0733944954,2,1.7339449541,1.4,1.2110091743,16,2,1.752293578,1.1467889908,1.6422018349,4
2,1.6666666667,1.9633027523,1,0.9449541284,2,2.0917431193,6,0.6666666667,1.4788732394,1.3943661972,1.4929577465,5
2,1.4,1.5321100917,1.2,1.0550458716,1.4,1.4678899083,8,1.4,1.2660550459,1.2110091743,1.2018348624,9
0,1.6,1.2385321101,0.4,1.2935779817,0.8,1.0275229358,12,1,1.4862385321,1.1743119266,1.3669724771,7
2,2,1.8990825688,1,1.1467889908,3,2.0275229358,3,0.8,1,1.8073394495,0.9908256881,18
1,1.6,2.2385321101,1,0.8532110092,1.4,2.2201834862,1,1,1.3486238532,1.3211009174,1.247706422,15
0,0.6,1.2201834862,2.4,1.4036697248,2,1.2385321101,11,2.4,0.9174311927,1.7889908257,1.0275229358,20
1,0,1.1818181818,4,1.3333333333,2,1.0606060606,14,3,1.1100917431,1.6880733945,1.2110091743,19
1,1,1.2112676056,1,1.661971831,1,1.338028169,13,1,0.9393939394,1.696969697,1.1515151515,17
2,0,1.303030303,5,1.5757575758,1,1.3939393939,10,3,1.9449541284,0.9541284404,1.9449541284,2
2,2,1.5181818182,0.6666666667,1.0545454545,1.3333333333,1.4545454545,8,1,1.2361111111,1.6388888889,1.3333333333,14
2,0.6,0.9181818182,2.4,1.7727272727,1.2,1.0181818182,20,2.4,1.9545454545,0.9545454545,1.9818181818,2
0,2,2.2454545455,1.2,0.8454545455,1.8,2.2363636364,1,0.8,1.4818181818,1.1727272727,1.3636363636,7
1,0,0.9117647059,3,1.6764705882,1,1.1176470588,18,3,1.7636363636,1.1454545455,1.6636363636,4
0,1,1.3363636364,1,1.3454545455,1,1.2363636364,15,1.6,1.2181818182,1.3909090909,1.2272727273,10
1,1,1.1,3,1.7,3,1.2,19,1,1.2647058824,1.7058823529,1.3823529412,11
0,0,1.0636363636,3,1.7545454545,1,1.2090909091,17,3,1.2352941176,1.2941176471,1.1176470588,13
1,2.2,1.2818181818,0.6,1.2,1.6,1.2,9,0.4,1.0181818182,1.8,1,16
1,1,1.5,2.3333333333,1.375,1.3333333333,1.5,5,2,1.2363636364,1.2909090909,1.0272727273,12
0,1.2,1.8818181818,2.2,1.1545454545,1.6,2.0181818182,3,1.8,1.9454545455,0.9545454545,2.0727272727,6
1,0.8,1.963963964,1.6,0.9459459459,2,1.981981982,2,2,2.2342342342,0.8738738739,2.2522522523,1
1,3,1.7477477477,0.8,1.1441441441,2.4,1.6486486486,5,0,1.1171171171,1.6846846847,1.2072072072,19
1,0,1.9369369369,1,0.9459459459,0,2.0540540541,6,3,0.9714285714,1.6285714286,1.1142857143,16
2,1,1.2285714286,1,1.7142857143,1,1.3428571429,13,1,1.5045045045,1.0540540541,1.4414414414,9
1,2,1.4774774775,1,1.1981981982,1.6,1.3873873874,7,0.8,1.2972972973,1.1981981982,1.2072072072,8
0,0.6,1.2252252252,2,1.3063063063,1,1.018018018,14,2.4,1.8738738739,1.1441441441,2,3
0,3,1.2162162162,0.2,1.3783783784,2,1.2162162162,11,0,1.0630630631,1.7477477477,1.2072072072,18
0,1,1.2285714286,2,1.2857142857,2,1.1142857143,12,1,0.9099099099,1.7747747748,1.009009009,20
0,2,1.2602739726,1.3333333333,1.6164383562,1.6666666667,1.3287671233,10,1,1.3333333333,1.3333333333,1.2252252252,15
1,0.3333333333,1.009009009,1.3333333333,1.8018018018,0.6666666667,1,17,2.3333333333,1.5205479452,1.3561643836,1.5205479452,4
1,1.8,1.5178571429,1,1.0446428571,1,1.4553571429,8,1.2,1.9464285714,0.9464285714,2.0892857143,6
2,1.6,1.1071428571,2,1.6875,2.2,1.1964285714,19,1,1.0267857143,1.7857142857,1.0267857143,16
1,3,2.2142857143,0,0.875,1,2.2321428571,2,0,1.2222222222,1.3611111111,1.1944444444,12
0,0.4,1.3303571429,1.4,1.3214285714,0.6,1.2142857143,15,2.2,1.7589285714,1.1339285714,1.6517857143,4
0,1.3333333333,1.0625,1,1.75,1.3333333333,1.2142857143,18,1.3333333333,1.2567567568,1.5945945946,1.3108108108,10
1,1.8,1.2857142857,0,1.2232142857,0.8,1.1964285714,9,0.6,1.2142857143,1.3839285714,1.2232142857,11
1,3,0.9444444444,2,1.75,3,1.1111111111,17,0,1.2232142857,1.3035714286,1.0178571429,13
0,0.6,0.9107142857,1.4,1.7946428571,0.6,1.0357142857,20,1.8,1.4910714286,1.1875,1.4107142857,7
2,0,1.5,2.6666666667,1.3918918919,1,1.5,5,3,1.9732142857,0.9375,1.9732142857,1
0,3,1.8660714286,1,1.1428571429,2,1.9910714286,3,0,1.1944444444,1.75,1.3055555556,14
1,2.6,1.9292035398,0.4,0.9734513274,2.2,2.0796460177,6,0.2,1.0973451327,1.6814159292,1.185840708,19
1,1,1.4867256637,1.3333333333,1.1769911504,1,1.3982300885,7,2,1.48,1.4,1.48,5
1,3,1.982300885,2,0.9292035398,3,1.9734513274,1,0,1,1.7027027027,1.1081081081,17
1,0,1.1891891892,3,1.7837837838,2,1.3513513514,13,3,1.3274336283,1.3185840708,1.2123893805,16
0,0.8,1.2123893805,2,1.3008849558,1,1.0088495575,14,2,1.0619469027,1.7522123894,1.2212389381,18
2,0.4,1.203539823,1.2,1.389380531,0.4,1.2212389381,11,2.2,2.2212389381,0.8672566372,2.2300884956,2
1,1,1.1891891892,0,1.3783783784,0,1.1621621622,12,1,1.5309734513,1.0442477876,1.4778761062,8
1,2.6,1.7522123894,0.4,1.1327433628,1.6,1.6460176991,4,0.2,1.3008849558,1.2212389381,1.203539823,9
2,1.3333333333,1.2533333333,2.3333333333,1.6,1.6666666667,1.32,10,1.3333333333,1.8584070796,1.1592920354,2,3
1,1.8,1.0442477876,1,1.7699115044,1.4,1.0265486726,15,1.2,0.9115044248,1.7787610619,1.0265486726,20
1,0.5,1.4473684211,2.25,1.1184210526,1.75,1.3289473684,7,2,2.2236842105,0.9210526316,2.1973684211,2
2,0.25,1.1184210526,2.5,1.6184210526,0.5,1.0789473684,15,2.5,1.7763157895,1.0394736842,1.7631578947,6
1,0.5,1.4605263158,2.5,1.4210526316,0.75,1.4736842105,5,2,1.7236842105,1.1447368421,1.5921052632,4
0,2,1.8157894737,0.75,1.2105263158,1.25,1.9210526316,3,0.5,1.2105263158,1.3421052632,1.1842105263,13
1,2,1.3289473684,1,1.2368421053,1.5,1.2763157895,9,0.5,1.2368421053,1.7368421053,1.3684210526,12
2,2,0.9736842105,0.5,1.7368421053,2,1.1315789474,17,0.5,1.2368421053,1.3421052632,1.1578947368,11
1,1.5,1.2368421053,1,1.6184210526,0.75,1.3289473684,10,1.5,1.4473684211,1.1052631579,1.3947368421,8
1,0,0.8684210526,2.5,1.8421052632,0.5,1.1315789474,20,3,1.1315789474,1.4736842105,1.1184210526,16
0,1,1.4285714286,1.75,1.1298701299,1,1.3766233766,18,1.75,2.1168831169,0.8311688312,2.025974026,5
0,1,1.1948051948,1.5,1.3246753247,1.25,1.0779220779,10,1.75,1.8051948052,1.1948051948,1.8961038961,12
1,1.25,1.7922077922,1.25,1.025974026,1.5,1.7662337662,4,1.25,1.4805194805,1.4155844156,1.4805194805,6
2,1.5,1.1168831169,1.25,1.4675324675,1.5,1.1038961039,15,0.75,1.4675324675,1.1038961039,1.3246753247,7
1,2.5,2.1948051948,0.5,0.9220779221,2.5,2.1688311688,16,0.25,1.3506493506,1.2207792208,1.3246753247,1
0,3,1.2051282051,1,1.8205128205,2,1.3333333333,19,0,0.9487179487,1.8205128205,1.1025641026,20
0,2,1.7012987013,1,1.1558441558,1.75,1.5844155844,14,0.5,1.2597402597,1.5974025974,1.3506493506,3
0,1.75,1.4615384615,0.75,1.4230769231,2.25,1.4615384615,10,1,1.1025641026,1.4871794872,1.1025641026,20
2,1.25,1.4230769231,1,1.141025641,1.25,1.3846153846,15,1.25,1.7948717949,1.1794871795,1.8717948718,13
1,3,2.1025641026,2,0.8461538462,3,2.0256410256,6,0,0.95,1.8,1.1,17
0,0.5,1.325,1,1.275,0,1.3,1,2,1.2307692308,1.3076923077,1.1923076923,5
0,1.5,1.6923076923,1,1.1538461538,1.5,1.5769230769,14,1.5,1.2,1.8,1.325,18
1,1.5,1.2564102564,1,1.5897435897,1.25,1.3461538462,4,1.5,1.4871794872,1.1025641026,1.3461538462,3
0,2,1.1282051282,1,1.6025641026,1.75,1.0769230769,9,0.5,1.1923076923,1.3076923077,1.0641025641,12
1,2,0.9,1,1.825,2,1.1,11,0.5,1.3333333333,1.2435897436,1.3333333333,7
0,1.5,1.4683544304,1.25,1.1139240506,1.5,1.3291139241,6,1.5,1.4556962025,1.417721519,1.4556962025,11
0,1.25,1.2278481013,1.25,1.3164556962,1,1.2025316456,8,1.25,1.4050632911,1.1518987342,1.3670886076,18
1,0.5,1.1012658228,1,1.4810126582,0,1.1012658228,16,2,1.3170731707,1.2926829268,1.3170731707,2
1,1.25,1.3164556962,0.75,1.2658227848,1.25,1.3164556962,12,1.25,1.2784810127,1.5696202532,1.3544303797,3
1,2.25,2.2151898734,0.25,0.9493670886,2.75,2.1898734177,5,0.75,1.1265822785,1.6075949367,1.0886075949,10
0,1.5,0.9268292683,3,1.8292682927,1,1.0975609756,19,1.5,1.8227848101,1.0253164557,1.7974683544,1
0,0.5,1.1898734177,2,1.3164556962,0.5,1.0759493671,13,2,2.1139240506,0.8481012658,2.0379746835,4
0,1,2.1,1,0.85,0.25,2.025,4,1.75,1.825,1.1625,1.925,3
1,1.5,1.7,1,1.15,1.5,1.5875,11,1.5,0.9285714286,1.7857142857,1.0714285714,18
1,1.5,1.45,2,1.425,1.5,1.4625,12,1.5,1.1904761905,1.7380952381,1.2857142857,16
2,1,1.4,1.75,1.15,1.75,1.3625,17,1.75,2.225,0.9375,2.2125,2
1,2,1.8125,0.25,1.0125,1,1.775,1,0.5,1.1875,1.3125,1.075,13
0,0,0.9523809524,2,1.7380952381,0,1.119047619,8,3,1.225,1.3125,1.2,10
2,0.25,1.1125,1.75,1.6375,0.5,1.075,15,2.5,1.3375,1.25,1.3375,9
2,0,1.2857142857,1.5,1.3095238095,0,1.2857142857,5,3,1.4625,1.125,1.3375,7
0,1,1.1111111111,1.25,1.4938271605,1,1.1111111111,14,1.75,1.2839506173,1.5679012346,1.3333333333,4
2,2.5,2.2345679012,0.25,0.9382716049,2,2.2098765432,2,0.25,1.7160493827,1.1481481481,1.5925925926,8
2,0.5,1.3580246914,2.5,1.2469135802,1,1.3456790123,6,2,2.0864197531,0.8518518519,2.012345679,7
2,0.5,1.1627906977,2,1.7209302326,0.5,1.2558139535,17,2,1.3827160494,1.1604938272,1.3580246914,18
1,1.5,1.1728395062,1,1.3086419753,1,1.0617283951,13,1.5,1.2558139535,1.3488372093,1.2558139535,11
1,1.75,1.2222222222,1.5,1.3086419753,2.5,1.1975308642,12,1,1.0987654321,1.6419753086,1.0740740741,15
2,1.75,1.8148148148,1.5,1.1604938272,2,1.9135802469,5,1,1.8271604938,1,1.7654320988,1
2,1.25,1.4634146341,1,1.4146341463,1,1.4634146341,11,1.25,2.2073170732,0.9634146341,2.2073170732,3
0,1,1.4024390244,0.75,1.1707317073,0.5,1.4024390244,14,1.75,1.1951219512,1.2926829268,1.0731707317,13
1,2.5,1.7317073171,0.75,1.1585365854,1.75,1.6097560976,5,0.25,1.1097560976,1.487804878,1.1097560976,15
2,0,1,2,1.7045454545,0,1.1363636364,7,3,1.7926829268,1.1707317073,1.9024390244,9
1,2,1.8414634146,0.5,1,1.5,1.7682926829,1,0.5,1.1363636364,1.7954545455,1.2727272727,18
1,2,1.2804878049,0.5,1.5609756098,1,1.3292682927,6,0.5,0.8863636364,1.7954545455,1.0681818182,20
0,0.75,1.0853658537,1.25,1.6341463415,0.75,1.0609756098,16,1.5,1.5,1.1097560976,1.3780487805,2
1,1,2.0975609756,1.25,0.8536585366,2,2.012195122,4,1.75,1.243902439,1.2926829268,1.1951219512,8
0,2,0.8666666667,0.5,1.8222222222,1,1.0888888889,20,0.5,1.4939759036,1.1204819277,1.3855421687,4
0,0.5,1.2289156627,2,1.313253012,0.75,1.1807228916,10,2,1.4457831325,1.4337349398,1.4457831325,11
1,0.5,1.1111111111,2.5,1.8444444444,2,1.2666666667,19,2,1.8072289157,1.1686746988,1.9156626506,7
1,0.75,1.3373493976,1,1.265060241,0.75,1.3493975904,9,1.5,1.0963855422,1.4939759036,1.0963855422,16
1,2.5,2.2168674699,0.75,0.9518072289,1.75,2.2168674699,2,0.25,1.1927710843,1.2771084337,1.0602409639,13
1,2,1.2222222222,0,1.3777777778,1,1.2444444444,12,0.5,1.0843373494,1.6385542169,1.0722891566,15
2,0.25,1.3012048193,2.25,1.5662650602,0,1.3493975904,6,2.5,2.1084337349,0.843373494,2.0240963855,3
2,0.75,1.7469879518,1,1.1445783133,0.75,1.6144578313,5,1.5,1.8554216867,1,1.7951807229,1
2,1,1.869047619,2.25,1.0119047619,1.75,1.8214285714,1,1.75,2.2261904762,0.9642857143,2.2380952381,2
1,1,1.4404761905,2.5,1.4285714286,2.25,1.4404761905,12,1.75,1.2857142857,1.5714285714,1.3452380952,6
0,1,1.4880952381,1.75,1.119047619,1,1.380952381,4,1.75,1.4166666667,1.1428571429,1.380952381,13
1,1.5,2.119047619,0.5,0.8452380952,2,2.0238095238,3,1.5,1.2608695652,1.3695652174,1.2608695652,10
1,1.5,1.7857142857,1,1.1666666667,1,1.8928571429,9,1.5,0.8695652174,1.8043478261,1.0869565217,20
0,0.75,1.1785714286,2.25,1.3095238095,0.75,1.0714285714,14,2.25,1.2261904762,1.3095238095,1.1785714286,11
1,1.5,1.0714285714,2.5,1.6428571429,2,1.0714285714,16,1.5,1.0217391304,1.7173913043,1.1956521739,7
0,1.5,1.0833333333,2,1.4880952381,1.5,1.0833333333,17,1.5,1.152173913,1.8043478261,1.2608695652,15
0,1.5,1.4117647059,1.5,1.1529411765,1.75,1.3882352941,13,1.5,1.4588235294,1.4235294118,1.4470588235,10
0,0,1,2.5,1.7234042553,1,1.1914893617,9,3,2.1294117647,0.8352941176,2.0117647059,3
0,0.25,1.3529411765,2.25,1.2705882353,0.5,1.3647058824,7,2.5,1.4823529412,1.1294117647,1.3882352941,5
1,0.5,1.1489361702,1,1.7872340426,0.5,1.2553191489,16,2,1.1764705882,1.2941176471,1.0588235294,14
2,2,1.2235294118,0.5,1.2941176471,1,1.1647058824,11,0.5,1.0823529412,1.4823529412,1.0823529412,17
0,0.5,1.2340425532,2.5,1.3617021277,1,1.2340425532,12,2,1.8470588235,1.0352941176,1.8235294118,1
2,1.75,1.7411764706,0.75,1.1764705882,1.25,1.6235294118,4,1,1.0941176471,1.6352941176,1.0823529412,15
1,2.25,2.2352941176,1,0.9764705882,2.75,2.2470588235,2,0.75,1.8,1.1529411765,1.8823529412,6
0,0,1.8372093023,2.25,1.0348837209,0.5,1.8139534884,2,3,1.4069767442,1.1511627907,1.3837209302,13
2,3,1.4534883721,0.5,1.4186046512,3.5,1.4418604651,10,0,1,1.6875,1.1666666667,9
1,2.5,2.1162790698,0.75,0.8255813953,2.25,1.988372093,3,0.25,1.7209302326,1.1744186047,1.6046511628,6
2,0.25,1.1046511628,2.5,1.4651162791,0.75,1.0813953488,17,2.5,2.2441860465,0.976744186,2.2441860465,1
0,1.25,1.7790697674,1.5,1.1627906977,1.5,1.8720930233,7,1.25,1.3488372093,1.2790697674,1.3720930233,8
1,2,1.476744186,0.75,1.1395348837,2.25,1.3953488372,4,0.5,1.2093023256,1.2906976744,1.1511627907,12
1,0,1.1627906977,2,1.2906976744,1,1.0465116279,16,3,0.8541666667,1.7708333333,1.0625,19
2,2,1.1162790698,1,1.6162790698,1.5,1.0813953488,14,0.5,1.2906976744,1.5581395349,1.3488372093,5
0,2,1.0408163265,0.5,1.6530612245,2,1.1632653061,6,0.5,1.183908046,1.275862069,1.0459770115,13
2,2,1.3448275862,0.25,1.2988505747,1.25,1.3908045977,9,0.5,1.1954022989,1.2988505747,1.1494252874,12
1,0,1.1836734694,2,1.7142857143,0.5,1.2244897959,16,3,2.2528735632,0.9885057471,2.2528735632,1
1,0.75,1.4022988506,1,1.1494252874,0.75,1.3793103448,14,1.5,1.1034482759,1.6206896552,1.0804597701,15
1,2.25,2.1264367816,0.5,0.8275862069,2.25,1.9885057471,2,0.75,1.091954023,1.4827586207,1.091954023,17
2,2,1.4367816092,0,1.4137931034,1,1.4252873563,10,0.5,1.2244897959,1.3469387755,1.2244897959,11
1,0.75,1.3103448276,2.75,1.5517241379,0.75,1.3563218391,5,2.25,1.8275862069,1.0344827586,1.8045977011,3
1,1,1.7701149425,2.5,1.183908046,2.75,1.8850574713,8,1.75,1.7011494253,1.183908046,1.5977011494,7
0,1.5,1.8068181818,1,1.0454545455,1.25,1.7954545455,3,1.5,2.1363636364,0.8181818182,2.0227272727,1
1,0.5,1.6818181818,0.5,1.2272727273,0,1.6022727273,8,2,1.04,1.64,1.16,7
0,2,1.26,0,1.34,0.5,1.24,10,0.5,1.4204545455,1.1363636364,1.3977272727,11
0,0.75,1.0795454545,2.5,1.5227272727,1.25,1.0795454545,18,2.25,1.7840909091,1.1931818182,1.9204545455,6
0,1,1.4772727273,1.5,1.1477272727,1.5,1.3977272727,5,1,1.22,1.68,1.22,14
1,3,2.2272727273,0,0.9886363636,2,2.2272727273,2,0,0.82,1.78,1.04,20
1,0.75,1.1818181818,1.5,1.2727272727,0.75,1.0454545455,15,2.25,1.3295454545,1.3181818182,1.3863636364,9
2,0.25,1.2159090909,2.5,1.2954545455,1,1.1704545455,12,2.5,1.3295454545,1.5454545455,1.3636363636,4
1,3,2.2359550562,1,0.9887640449,3.5,2.2359550562,1,0,1.0196078431,1.6666666667,1.1568627451,8
2,0,1.1123595506,1.75,1.6404494382,0,1.0898876404,16,3,2.1235955056,0.808988764,2,2
0,1.5,1.797752809,0.5,1.0337078652,0.75,1.7752808989,4,0.75,1.3146067416,1.3146067416,1.3707865169,10
0,0,1.4719101124,1.5,1.1460674157,0.5,1.393258427,5,3,1.7752808989,1.1797752809,1.8988764045,6
1,1.5,1.202247191,1.75,1.2584269663,1.75,1.0449438202,12,1.5,1.404494382,1.4269662921,1.404494382,15
1,3,1.2549019608,0.5,1.3137254902,2.5,1.2156862745,9,0,1.3483146067,1.5505617978,1.393258427,3
1,2.5,1.6966292135,0.25,1.2247191011,2,1.6179775281,7,0.25,1.4157303371,1.1235955056,1.3820224719,11
0,3,1.202247191,1.5,1.3258426966,3,1.1797752809,13,0,0.8039215686,1.8039215686,1.0392156863,20
1,1.75,1.3888888889,1.5,1.4333333333,1,1.4,15,1,1.1,1.6444444444,1.0777777778,16
1,1.5,1.2115384615,2,1.6538461538,1,1.2115384615,14,1.5,1.2,1.3111111111,1.1666666667,13
2,1.5,1.7666666667,1.5,1.1777777778,1.5,1.8888888889,7,1.5,1.2884615385,1.3076923077,1.25,8
2,0,1.3111111111,2,1.3,0.5,1.3555555556,11,3,1.7111111111,1.2222222222,1.6222222222,5
0,0.75,2.1333333333,1.25,0.8,1,2,2,2.25,1.4666666667,1.1444444444,1.3888888889,6
0,1,0.8076923077,1.5,1.7692307692,1.5,1.0192307692,20,1,1.1,1.4888888889,1.0666666667,17
2,1,1.3333333333,1.5,1.5666666667,0.75,1.3888888889,4,1.75,1.2222222222,1.2555555556,1.0555555556,9
1,0,1,3,1.6538461538,0.5,1.1346153846,10,3,1.7888888889,1.0222222222,1.7555555556,3
1,1.75,1.2967032967,1,1.3186813187,1.75,1.3406593407,13,1,1.4065934066,1.4175824176,1.4175824176,14
2,1.5,1.0377358491,2,1.641509434,1.5,1.1698113208,8,1.5,1.4175824176,1.1208791209,1.3736263736,11
1,1.75,1.4615384615,1,1.1428571429,1,1.3846153846,6,1,1.7252747253,1.2087912088,1.6373626374,4
2,1.75,2.1208791209,0.75,0.8021978022,2,1.989010989,2,1,2.2527472527,1,2.2417582418,1
1,1.75,1.7472527473,1.75,1.1868131868,2.5,1.8681318681,10,1,1.3186813187,1.5604395604,1.3736263736,5
0,0.75,1.0989010989,1,1.4835164835,0.75,1.0659340659,16,1.5,1.2417582418,1.2417582418,1.0549450549,9
2,0.75,1.1868131868,1.75,1.3186813187,1.5,1.1648351648,15,2.25,1.7692307692,1.043956044,1.7472527473,3
2,0,1.320754717,3,1.2830188679,1.5,1.2641509434,7,3,1.2452830189,1.641509434,1.2264150943,12
0,1.5,1.0879120879,1.5,1.6593406593,1.5,1.0659340659,17,1.5,0.8113207547,1.7547169811,1.0188679245,20
0,1,1.3043478261,2.5,1.5652173913,2.5,1.3586956522,6,1,1.0185185185,1.6666666667,1.1851851852,11
1,2,1.7065217391,1,1.2173913043,2,1.6304347826,5,0.5,1.2962962963,1.3333333333,1.2962962963,8
2,1.75,1.4347826087,0.5,1.1304347826,1.5,1.3913043478,10,1,1.097826087,1.4673913043,1.0543478261,17
1,2.5,2.2608695652,0,1.0108695652,1,2.25,1,0.25,1.1739130435,1.3369565217,1.1630434783,15
1,1,1.2777777778,1,1.6666666667,1,1.2777777778,12,1,1.0869565217,1.6630434783,1.0760869565,18
1,0,0.8148148148,3.5,1.7592592593,0,1.037037037,20,3,1.3152173913,1.3152173913,1.347826087,13
0,1.75,1.2391304348,0.5,1.2282608696,1,1.0434782609,9,1,1.4782608696,1.1413043478,1.3913043478,4
2,0,1.3913043478,2.5,1.4239130435,0.75,1.4130434783,14,3,2.097826087,0.8260869565,1.9891304348,2
1,1.25,1.7741935484,2,1.0537634409,2,1.7634408602,3,1.25,1.1182795699,1.4623655914,1.0752688172,14
0,0,1.2727272727,1.5,1.3272727273,0,1.2727272727,10,3,2.2688172043,1.0107526882,2.2580645161,1
1,1.5,1.4193548387,1,1.1505376344,1.5,1.3870967742,12,1.5,1.3010752688,1.3225806452,1.3440860215,13
1,2,1.376344086,0,1.4408602151,0.5,1.4086021505,15,0.5,0.8545454545,1.7454545455,1.0545454545,19
0,1.75,1.7204301075,1.5,1.2043010753,1.75,1.623655914,4,1,1.2365591398,1.2258064516,1.0430107527,9
1,1.5,1.3010752688,1,1.5483870968,1,1.3440860215,7,1.5,1.3090909091,1.6545454545,1.2909090909,8
2,1,1.0181818182,1.5,1.6363636364,1.5,1.1636363636,11,1,1.4731182796,1.1397849462,1.3870967742,6
2,1,1.0752688172,2.5,1.6666666667,1,1.0752688172,18,1.75,1.7741935484,1.1827956989,1.9032258065,5
1,3,1.7872340426,0.3333333333,1.170212766,2.3333333333,1.8936170213,4,0,1,1.6428571429,1.1607142857,12
1,1.6,1.2340425532,0.4,1.2127659574,0.6,1.0319148936,9,1,1.4361702128,1.1382978723,1.414893617,8
2,0.2,1.1063829787,1.8,1.5319148936,0.6,1.0638297872,16,2.6,1.7127659574,1.1914893617,1.6063829787,6
2,0.3333333333,0.8392857143,1.6666666667,1.7321428571,1,1.0357142857,19,2.3333333333,1.3191489362,1.5425531915,1.3510638298,7
1,1.4,1.4893617021,1,1.1382978723,1.4,1.3936170213,5,0.8,1.0638297872,1.6595744681,1.0638297872,18
0,1,1.2872340426,2,1.3510638298,2,1.329787234,13,1,0.8888888889,1.9444444444,1.3333333333,17
1,1.6,2.2553191489,0.8,1.0106382979,1.4,2.2446808511,1,1,1.3936170213,1.4255319149,1.4042553191,14
2,0.3333333333,1.2857142857,2.3333333333,1.6607142857,0.6666666667,1.2857142857,10,2.3333333333,1.7872340426,1.0425531915,1.829787234,3
0,1,0.5,2,2.0555555556,2,1.1666666667,20,1,1.2678571429,1.3214285714,1.2678571429,11
1,1.4,1.1808510638,2.2,1.3404255319,1,1.1595744681,15,1.4,2.1170212766,0.8191489362,1.9893617021,2
2,1.5,0.8245614035,1.5,1.7368421053,1.5,1.0350877193,20,1.5,1.4210526316,1.1578947368,1.4105263158,10
2,1.75,1.5052631579,1,1.1368421053,1.25,1.4,6,1,1.8,1.0315789474,1.8210526316,3
1,1.25,1.8,1.5,1.1684210526,1.5,1.9263157895,4,1.25,1.3789473684,1.4526315789,1.4210526316,15
2,2,1.0947368421,0.5,1.5578947368,1.25,1.0526315789,16,0.5,1.0526315789,1.6631578947,1.0631578947,18
2,0,1.2842105263,2.5,1.3473684211,0,1.3263157895,14,3,1.2631578947,1.298245614,1.2456140351,9
1,2.5,2.2631578947,1,1.0315789474,2,2.2631578947,1,0.25,1.3368421053,1.5368421053,1.3578947368,7
2,0,1.2631578947,5.5,1.649122807,1,1.2631578947,11,3,2.0947368421,0.8210526316,1.9684210526,2
